freq,psd_x,psd_y,psd_z,psd_xyz
127.4,3.914e+03,1.699e+04,1.774e+04,3.865e+04
129.0,4.296e+03,1.516e+04,1.626e+04,3.572e+04
130.6,4.711e+03,1.651e+04,1.976e+04,4.099e+04
132.1,4.238e+03,1.745e+04,2.213e+04,4.382e+04
133.7,2.280e+03,5.579e+03,7.054e+03,1.491e+04
135.3,1.727e+03,1.086e+03,1.527e+03,4.341e+03
136.9,1.744e+03,9.907e+02,1.588e+03,4.323e+03
138.4,1.903e+03,1.078e+03,1.764e+03,4.744e+03
140.0,2.067e+03,1.067e+03,1.893e+03,5.027e+03
141.6,2.101e+03,1.110e+03,2.051e+03,5.262e+03
143.1,2.201e+03,1.132e+03,1.904e+03,5.238e+03
144.7,2.169e+03,1.001e+03,1.921e+03,5.092e+03
146.3,2.091e+03,7.676e+02,1.846e+03,4.705e+03
147.9,2.024e+03,7.986e+02,1.276e+03,4.099e+03
149.4,2.059e+03,9.648e+02,1.066e+03,4.089e+03
151.0,2.253e+03,1.046e+03,1.295e+03,4.594e+03
152.6,2.403e+03,1.008e+03,1.458e+03,4.870e+03
154.2,2.137e+03,8.362e+02,1.539e+03,4.512e+03
155.7,2.358e+03,8.846e+02,1.728e+03,4.971e+03
157.3,2.645e+03,9.595e+02,1.687e+03,5.291e+03
158.9,2.482e+03,9.491e+02,1.659e+03,5.090e+03
160.5,2.440e+03,9.364e+02,1.436e+03,4.812e+03
162.0,2.166e+03,8.945e+02,1.173e+03,4.233e+03
163.6,2.079e+03,8.774e+02,1.132e+03,4.088e+03
165.2,1.904e+03,9.412e+02,9.763e+02,3.821e+03
166.7,1.917e+03,1.071e+03,7.145e+02,3.703e+03
168.3,1.664e+03,8.979e+02,4.932e+02,3.055e+03
169.9,1.621e+03,8.719e+02,3.797e+02,2.872e+03
171.5,1.910e+03,9.426e+02,4.299e+02,3.283e+03
173.0,2.592e+03,1.125e+03,6.858e+02,4.402e+03
174.6,3.280e+03,1.012e+03,8.354e+02,5.128e+03
176.2,3.893e+03,9.404e+02,9.843e+02,5.817e+03
177.8,4.834e+03,1.231e+03,9.748e+02,7.040e+03
179.3,4.957e+03,1.314e+03,8.280e+02,7.098e+03
180.9,4.825e+03,1.423e+03,6.347e+02,6.883e+03
182.5,4.479e+03,1.512e+03,5.906e+02,6.582e+03
184.0,4.927e+03,1.486e+03,6.694e+02,7.083e+03
185.6,4.973e+03,1.338e+03,7.250e+02,7.036e+03
187.2,5.268e+03,1.165e+03,7.912e+02,7.224e+03
188.8,4.717e+03,1.132e+03,9.389e+02,6.787e+03
190.3,4.902e+03,1.025e+03,9.527e+02,6.880e+03
191.9,5.143e+03,1.085e+03,9.393e+02,7.167e+03
193.5,5.359e+03,1.172e+03,8.999e+02,7.431e+03
195.1,5.499e+03,1.042e+03,8.548e+02,7.396e+03
196.6,5.649e+03,1.179e+03,8.400e+02,7.668e+03
198.2,5.364e+03,1.203e+03,8.912e+02,7.458e+03
199.8,5.186e+03,1.180e+03,8.440e+02,7.210e+03
