freq,psd_x,psd_y,psd_z,psd_xyz
78.7,3.532e+05,2.340e+02,2.271e+03,3.557e+05
80.3,2.108e+05,2.052e+02,3.463e+03,2.144e+05
81.8,1.321e+05,2.065e+02,3.366e+03,1.356e+05
83.4,1.078e+05,2.590e+02,2.451e+03,1.105e+05
85.0,1.209e+05,3.267e+02,2.965e+03,1.242e+05
86.6,1.282e+05,3.205e+02,3.553e+03,1.321e+05
88.1,1.367e+05,2.904e+02,2.758e+03,1.397e+05
89.7,1.409e+05,2.467e+02,1.596e+03,1.427e+05
91.3,1.377e+05,3.011e+02,9.130e+02,1.389e+05
92.9,1.366e+05,4.179e+02,6.151e+02,1.376e+05
94.4,1.227e+05,5.123e+02,4.818e+02,1.237e+05
96.0,1.034e+05,5.060e+02,4.132e+02,1.044e+05
97.6,9.163e+04,5.034e+02,4.735e+02,9.261e+04
99.2,8.351e+04,6.202e+02,6.637e+02,8.479e+04
100.7,7.351e+04,8.421e+02,8.824e+02,7.523e+04
102.3,6.080e+04,1.048e+03,1.120e+03,6.297e+04
103.9,4.961e+04,7.617e+02,8.667e+02,5.124e+04
105.5,3.967e+04,4.929e+02,6.679e+02,4.083e+04
107.0,3.482e+04,4.233e+02,6.310e+02,3.587e+04
108.6,3.124e+04,3.624e+02,6.733e+02,3.227e+04
110.2,2.749e+04,3.341e+02,7.961e+02,2.863e+04
111.8,2.380e+04,3.437e+02,7.813e+02,2.493e+04
113.3,1.977e+04,3.386e+02,7.180e+02,2.083e+04
114.9,1.711e+04,3.660e+02,6.080e+02,1.808e+04
116.5,1.542e+04,3.901e+02,5.551e+02,1.636e+04
118.0,1.283e+04,4.387e+02,5.894e+02,1.386e+04
119.6,1.037e+04,4.717e+02,6.566e+02,1.150e+04
121.2,9.111e+03,4.732e+02,7.308e+02,1.032e+04
122.8,8.567e+03,4.248e+02,8.381e+02,9.830e+03
124.3,8.380e+03,3.498e+02,9.802e+02,9.709e+03
125.9,8.274e+03,3.134e+02,1.059e+03,9.646e+03
127.5,8.117e+03,3.208e+02,1.119e+03,9.557e+03
129.1,7.736e+03,3.103e+02,1.209e+03,9.255e+03
130.6,7.102e+03,3.232e+02,1.305e+03,8.730e+03
132.2,5.336e+03,2.863e+02,1.329e+03,6.951e+03
133.8,1.994e+03,1.651e+02,1.057e+03,3.217e+03
135.4,1.034e+03,1.274e+02,9.318e+02,2.094e+03
136.9,1.105e+03,1.076e+02,9.869e+02,2.200e+03
138.5,1.216e+03,1.227e+02,1.125e+03,2.463e+03
140.1,1.343e+03,1.594e+02,1.325e+03,2.827e+03
141.7,1.526e+03,2.188e+02,1.568e+03,3.312e+03
143.2,1.399e+03,2.242e+02,1.859e+03,3.482e+03
144.8,1.510e+03,2.571e+02,2.373e+03,4.140e+03
146.4,1.759e+03,2.888e+02,2.577e+03,4.625e+03
148.0,1.972e+03,2.840e+02,2.468e+03,4.724e+03
149.5,2.304e+03,3.068e+02,2.423e+03,5.034e+03
151.1,2.595e+03,3.046e+02,2.413e+03,5.313e+03
152.7,3.066e+03,2.789e+02,2.419e+03,5.763e+03
154.3,4.240e+03,2.114e+02,1.838e+03,6.289e+03
155.8,5.304e+03,2.284e+02,9.746e+02,6.506e+03
157.4,5.208e+03,2.568e+02,9.725e+02,6.437e+03
159.0,4.630e+03,2.983e+02,1.426e+03,6.354e+03
160.5,3.267e+03,2.363e+02,1.573e+03,5.077e+03
162.1,2.119e+03,1.782e+02,1.400e+03,3.698e+03
163.7,1.271e+03,1.540e+02,1.251e+03,2.676e+03
165.3,8.659e+02,1.445e+02,1.197e+03,2.207e+03
166.8,9.530e+02,1.534e+02,1.291e+03,2.397e+03
168.4,1.152e+03,1.426e+02,1.466e+03,2.760e+03
170.0,1.574e+03,1.367e+02,1.649e+03,3.360e+03
171.6,2.816e+03,1.603e+02,2.128e+03,5.105e+03
173.1,4.194e+03,2.423e+02,3.395e+03,7.831e+03
174.7,4.929e+03,2.364e+02,4.073e+03,9.238e+03
176.3,6.241e+03,2.266e+02,4.464e+03,1.093e+04
177.9,7.872e+03,2.419e+02,4.505e+03,1.262e+04
179.4,9.187e+03,2.450e+02,4.096e+03,1.353e+04
181.0,1.015e+04,2.000e+02,3.464e+03,1.381e+04
182.6,1.095e+04,1.848e+02,2.800e+03,1.393e+04
184.2,1.121e+04,1.749e+02,2.103e+03,1.349e+04
185.7,1.095e+04,1.630e+02,1.511e+03,1.262e+04
187.3,1.059e+04,1.671e+02,1.050e+03,1.181e+04
188.9,1.037e+04,1.559e+02,7.465e+02,1.127e+04
190.5,1.029e+04,1.393e+02,5.392e+02,1.097e+04
192.0,9.955e+03,1.234e+02,3.751e+02,1.045e+04
193.6,9.821e+03,1.166e+02,2.999e+02,1.024e+04
195.2,1.037e+04,1.158e+02,2.662e+02,1.075e+04
196.7,1.120e+04,1.117e+02,2.572e+02,1.157e+04
198.3,1.206e+04,1.124e+02,2.513e+02,1.242e+04
199.9,1.341e+04,1.231e+02,2.576e+02,1.379e+04
